sentence_id,label,sentence,departure,arrival,template_id
719,VALID,Prochain départ de Strasbourg pour Rouen,Strasbourg,Rouen,27
257,VALID,y a-t-il un train avant 8h de concarneau à quimper ?,Concarneau,Quimper,103
1669,VALID,Je veux partir en milieu de soirée de Metz pour Bordeaux,Metz,Bordeaux,150
2002,INVALID,mende est une bbelle ville,,,153
779,VALID,Prochain départ de Courbevoie pour Châteauroux,Courbevoie,Châteauroux,27
3015,INVALID,Population étudiante Concarneau,,,193
1844,INVALID,population urbaine nîmes,,,266
130,VALID,je veux arriver à maubeuge depuis orange,Orange,Maubeuge,63
744,VALID,Je cherche le train le plus économique de Meaux à Bolbec,Meaux,Bolbec,124
1551,VALID,Je souhaite réserver un train de Chartres vers Reims,Chartres,Reims,58
269,VALID,Quel train me conseillez-vous de Pontivy à Cholet ?,Pontivy,Cholet,53
1117,VALID,Y a-t-il un train toutes les deux heures de Marseille à Saint-Nazaire ?,Marseille,Saint-Nazaire,145
1767,VALID,Quel train me conseillez-vous de Épinal à Cholet ?,Épinal,Cholet,53
553,VALID,Jev eux partir enmilieu ed soireé de hCalon-sur-Saône opur Dle,Chalon-sur-Saône,Dole,150
1192,VALID,Je veux acheter un billet de train Ancenis Carcassonne,Ancenis,Carcassonne,83
3193,INVALID,Cinéma à Vitry-le-François,,,216
3116,INVALID,Statistiques économiques Amboise,,,272
3860,INVALID,cartographie avranches,,,237
1505,VALID,Je voudrais aller de Beauvais à Tourcoing en TGV,Beauvais,Tourcoing,47
2750,INVALID,Centres de loisirs Le Mans,,,262
2177,INVALID,Offres d'emploi Beauvais,,,246
3412,INVALID,Centres éducatifs Poitiers,,,270
2014,INVALID,guide étudiant châteaubriant,,,201
1376,VALID,Je pars en train de Arles vers Vitré,Arles,Vitré,71
660,VALID,Je cherche le train le plus économique de Dunkerque à Nanterre,Dunkerque,Nanterre,124
1908,INVALID,restaurant à elbeuf,,,25
4045,VALID,Quel train me conseillez-vous de Angers a Briancon ?,Angers,Briançon,53
465,VALID,Y a-t-il un départ tôt demain de Compiègne vers Vitry-le-François ?,Compiègne,Vitry-le-François,125
1670,VALID,Y a-t-il un TGV Dunkerque Challans ?,Dunkerque,Challans,34
3486,INVALID,Quelle heure est-il à Belfort ?,,,160
1181,VALID, Dernier train de Tourconig vers Pontoise,Tourcoing,Pontoise,42
1125,VALID,Je veux partir de Albi et descendre à Meaux,Albi,Meaux,108
1873,INVALID,zones résidentielles thonon-les-bains,,,274
441,VALID,Je veux arrivre à Le Mans depuis Granville,Granville,Le Mans,63
2714,INVALID,Metz ou Saumur pour les vacances ?,,,157
2094,INVALID,Hôpitaux à Dieppe,,,222
2906,INVALID,Activités sportives Gap,,,264
2544,INVALID,Guide étudiant Bayonne,,,201
1960,INVALID,services publics saint-malo,,,234
3245,INVALID,Informations pratiques Albi,,,256
2536,INVALID,Offic epostal Pontarlie,,,221
2715,INVALID,Quartiers historiques Besançon,,,227
41,VALID,je dois aller de évreux à amiens ce soir,Évreux,Amiens,39
1627,VALID,Y a-t-il un Ouigo de Montpellier vers Briançon ?,Montpellier,Briançon,109
524,VALID,Y a-t-il un train rapide sans arrêt Saint-Quentin Auray ?,Saint-Quentin,Auray,113
3045,INVALID,Guide étudiant Cherbourg,,,201
2478,INVALID,Code postal Nice,,,176
3129,INVALID,Statistiques météo Lannion,,,204
1698,VALID,Je dois me rendre à Saint-Malo depuis Biarritz en TGV,Biarritz,Saint-Malo,144
1810,INVALID,écoles à bar-le-duc,,,213
3151,INVALID,Guide pratiquue Chinon,,,229
634,VALID,Train express de Calais vers Orange,Calais,Orange,139
2863,INVALID,Zones commerciales Monntivilliers,,,263
55,VALID,je dois être à toul avant midi en partant de lens,Lens,Toul,88
3277,INVALID,Concert prévu à Antibes,,,174
952,VALID,Y a-t-il u départ en soirée de Aix-les-Bains pour Dieppe ?,Aix-les-Bains,Dieppe,141
510,VALID,Train direct sans correspondance Manosque Fontenay-le-Comte,Manosque,Fontenay-le-Comte,82
2993,INVALID,Centres éducatifs Albert,,,270
1754,VALID,Quel train me conseillez-vous de Manosque à Les Sables-d'Olonne ?,Manosque,Les Sables-d'Olonne,53
1463,VALID,Train avec peu de correspondances de Melun vers Nancy,Melun,Nancy,127
1799,INVALID,cartographie port-boulet,,,237
456,VALID,Train de fin de journée Poitiers vers Saint-Omer,Poitiers,Saint-Omer,147
584,VALID,Je cherche un train pur demain de Montbéliard à Rennes,Montbéliard,Rennes,75
2209,INVALID,Climat de Fécamp,,,186
3764,VALID,y a-t-il un tgv digne-les-bains perpignan ?,Digne-les-Bains,Perpignan,34
1886,INVALID,office du tourisme biarritz,,,205
3737,VALID,je veux partir de montreuil et descendre a bourges,Montreuil,Bourges,108
3317,INVALID,J'habite à Pontoise,,,17
2415,INVALID,Marché local Dunkerque,,,202
1179,VALID,Train de milieu d'après-midi Les Sables-d'Olonne Antibes,Les Sables-d'Olonne,Antibes,143
2190,INVALID,Quelle est la population de Chinon ?,,,155
1588,VALID,Je cherche à voyager de Rodez à Saint-Quentin en TER,Rodez,Saint-Quentin,148
1221,VALID,À quelle heure arrive le train à Saint-Étienne depuis Paris ?,Paris,Saint-Étienne,48
2517,INVALID,Je travaille à Bayonne,,,165
3085,INVALID,Meilleur moment pour visiter Roubaix,,,197
4066,INVALID,Universite a Clermont-Ferrand,,,179
485,VALID,Je dois voyager de Évreux à Albert ce week-end,Évreux,Albert,77
1200,VALID,Je cherche un train Cannes Calais,Cannes,Calais,14
1500,VALID,Y a-t-il des trains en semaine de Chartres à Vierzon ?,Chartres,Vierzon,74
815,VALID,Comment rejoindre Biarritz depuis Elbeuf en train ?,Elbeuf,Biarritz,38
1546,VALID,Je cherche un train jeudi de Vendôme à Versailles,Vendôme,Versailles,140
1299,VALID,Je dois prendre le train de Évreux pour Lens,Évreux,Lens,45
2119,INVALID,J'habite à Ancenis,,,152
1606,VALID,Train du matn Auxerre Le Mans,Auxerre,Le Mans,29
49,VALID,je cherche un train pour la semaine prochaine de biarritz à fontenay-le-comte,Biarritz,Fontenay-le-Comte,106
3822,INVALID,evenements locaux langres,,,228
3308,INVALID,Centres culturels Aurillac,,,254
353,VALID,Je veux le prochain départ en train de Maubeuge pour Albertville,Maubeuge,Albertville,122
505,VALID,Y a-t-il un TGV en fin d'après-midi Troyes Paris ?,Troyes,Paris,133
1381,VALID,Je souhaite réserver un train de Le Havre vers Arras,Le Havre,Arras,58
2620,INVALID,Entreprise connue à Aubenas,,,180
4097,INVALID,Centres culturels Creteil,,,254
165,VALID,yy-at-il un départ en soirée d ecambéry pour thonon-ls-ebains ?,Chambéry,Thonon-les-Bains,141
624,VALID,Je veux partir de Albert et descendre à Toulon,Albert,Toulon,108
976,VALID,Je veux me rendre à Montivilliers depuis Béthune par le train,Béthune,Montivilliers,73
2523,INVALID,Je déménage à Maubeuge,,,195
3043,INVALID,Photos anciennes Évreux,,,200
2147,INVALID,Bonjour,,,21
941,VALID,Je veux acheter un billet de train Metz Aubenas,Metz,Aubenas,83
3367,INVALID,Marché local Soissons,,,202
3636,INVALID, Mon ami vit à Châteaubrian et moi àA vranches,,,19
1995,INVALID,restaurant à boulogne-billancourt,,,159
2049,INVALID,quartiers historiques chambéry,,,227
2294,INVALID,Ambassade à Metz,,,184
1275,VALID,Quel est le meilleur train de Compiègne à Versailles ?,Compiègne,Versailles,44
3222,INVALID,Actvités culturelles Auray,,,247
549,VALID,Billet de train aller-retour Angoulême Reims,Angoulême,Reims,78
767,VALID,Y a-t-il un train l'après-midi de Montpellier à Segré ?,Montpellier,Segré,121
3551,INVALID,Je vis à Niort,,,168
2385,INVALID,Population étudiante Manosque,,,193
1158,VALID,Y a-t-il un TGV direct Vienne Poitiers ?,Vienne,Poitiers,93
3706,INVALID,festival a vitry-le-francois,,,189
1212,VALID,Train du soir Charleville-Mézières Angers,Charleville-Mézières,Angers,66
3008,INVALID,Restaurant à Port-Boulet,,,25
3659,INVALID,Informations générales Avignon,,,275
3930,VALID,Je veux le train de Sens a Beziers le plus tot possible,Sens,Béziers,100
141,VALID,je souhaite partir de clermont-ferrand et arriver à blois,Clermont-Ferrand,Blois,81
1478,VALID,Je dois aller de Évreux à Elbeuf ce soir,Évreux,Elbeuf,39
2885,INVALID,Quartier sûr à Grenoble,,,190
929,VALID,Évreux Soissons pour demain,Évreux,Soissons,6
1180,VALID,Je veeux me rendr à Roubaix depis Valence par le train,Valence,Roubaix,73
954,VALID,Je cherche un train dimanche de Pontivy à Valence,Pontivy,Valence,132
2373,INVALID,Météo actuelle à Ancenis,,,167
1796,INVALID,heure locale à albertville,,,194
1759,VALID,À quelle heure arrive le train à Vienne depuis Thonon-les-Bains ?,Thonon-les-Bains,Vienne,48
3170,INVALID,Zones rurales Orléans,,,243
2978,INVALID,Informations générales Boulogne-Billancourt,,,275
438,VALID,Je cherche un trajet en train de Cannes vers Montreuil,Cannes,Montreuil,30
1610,VALID,Je voudrais partir de La Rochelle pour aller à Orléans,La Rochelle,Orléans,9
3719,INVALID,centres de loisirs limoges,,,262
310,VALID,Je veux partir en train de Pontivy à Nancy samedi,Pontivy,Nancy,126
2157,INVALID,J'habite actuellement à Vannes,,,161
124,VALID,quels sont les horaires de train villeurbanne florence ?,Villeurbanne,Florence,8
3527,INVALID,Plan de ville Saumur,,,206
2604,INVALID,Ambassade à Angoulême,,,184
4000,INVALID,Loches est une belle ville,,,153
2679,INVALID,Arras est une belle ville,,,18
742,VALID,Combien de temps dure le trajet en train de Abbeville à Tourcoing ?,Abbeville,Tourcoing,60
1984,INVALID,carte détaillée oyonnax,,,265
1722,VALID,Je veux me rendre à Vesoul depuis Granville par le train,Granville,Vesoul,73
1394,VALID,Je veux le prochain départ en train de Tarbes pour Saint-Étienne,Tarbes,Saint-Étienne,122
3685,INVALID,informations locales lyon,,,241
1703,VALID,Je veux acheter mon billet pour le train Douai Dinan,Douai,Dinan,118
3489,INVALID,Le maire de Nanterre,,,158
420,VALID,Je veux comparer les horaires de train de Port-Boulet à Gap,Port-Boulet,Gap,94
3933,INVALID,Centres culturels Caen,,,254
1309,VALID,Train avec places assises garanties Compiègne Montpellier,Compiègne,Montpellier,119
3365,INVALID,Théâtre à Thonon-les-Bains,,,217
4092,VALID,Je veux le train le plus rapide de Chinon a Vitry-le-Francois,Chinon,Vitry-le-François,79
3083,INVALID,Je suis né à Chambéry,,,185
3384,INVALID,Informations locales Segré,,,241
4048,VALID,Je veux  le  trian le plus rraide de Nice a Bastia,Nice,Bastia,79
2909,INVALID,ôpHitaaux à oFugères ,,,222
4099,INVALID,Statistiques emploi Bordeaux,,,225
4085,INVALID,Carte detaillee Poitiers,,,265
2964,INVALID,Ambassade à Mulhouse,,,184
2766,INVALID,Architecture de Chaumont,,,198
2868,INVALID,Zones vertes Saint-Omer,,,224
1369,VALID,Je voudrais partir de Calais pour aller à Chambéry,Calais,Chambéry,9
2156,INVALID,Actualités à Bourgoin-Jallieu,,,178
627,VALID,Train de fin de matinée Saint-Malo Calais,Saint-Malo,Calais,131
3874,INVALID,theatre a moorlaix,,,217
54,VALID,y a-t-il un train vers midi de caen à châlons-en-champagne ?,Caen,Châlons-en-Champagne,137
1997,INVALID,statistiques économiques fécamp,,,272
1,VALID,je dois me déplacer en train de fontenay-le-comte vers melun mardi,Fontenay-le-Comte,Melun,120
2196,INVALID,Langue parlée à Caen,,,175
3480,INVALID,Guide pratique Challans,,,229
3613,INVALID,Je vis à Agen,,,168
1408,VALID,Je souhaite réserver un train de Concarneau vers Perpignan,Concarneau,Perpignan,58
274,VALID,Y a-t-il un départ tôt demain de Fontenay-le-Comte vers Vannes ?,Fontenay-le-Comte,Vannes,125
2267,INVALID,Quartier sûr à Béthune,,,190
3,VALID,je dois aller à lille en partant de auray en train,Auray,Lille,128
2650,INVALID,Toulon est une belle ville,,,18
1098,VALID,Y a-t-il un Intercités Montauban Modane ?,Montauban,Modane,57
871,VALID,Je vais de Épinal à Clermont-Ferrand en train,Épinal,Clermont-Ferrand,52
507,VALID,Je dois voyager de Châlons-en-Champagne à Évreux vendredi,Châlons-en-Champagne,Évreux,112
2434,INVALID,Actualités à Fontainebleau,,,178
3140,INVALID,Centres commerciaux Le Mans,,,226
1620,VALID,Je dois me déplacer de Toulon à Carcassonne en train,Toulon,Carcassonne,65
4049,INVALID,Carte detaillee Soissons,,,265
2091,INVALID,Je suis né à Amboise,,,185
1603,VALID,Y a-t-il des trains disponibles de Aurillac à Strasbourg ?,Aurillac,Strasbourg,50
1276,VALID,Je dois aller à Langres en partant de Moulins en train,Moulins,Langres,128
3796,INVALID,carte administrative beauvais,,,218
1731,VALID,Y a-t-il des trains disponibles de Bourgoin-Jallieu à Paris ?,Bourgoin-Jallieu,Paris,50
364,VALID,Prochain départ de Dinan pour Angers,Dinan,Angers,27
3733,VALID,je dois etre a bastia avant midi en partant de dijon,Dijon,Bastia,88
3872,INVALID,zones touristiques dunkerque,,,219
2376,INVALID,Carte générale Bolbec,,,257
3889,VALID,je veux comparer les horaires de rain de creteil a clermnot-efrrand,Créteil,Clermont-Ferrand,94
3421,INVALID,ervices publics oBrdaux,,,234
3261,INVALID,Statistiques météo Châlons-en-Champagne,,,204
1771,VALID,Je planifie un voyage en train de Vernon vers Pontoise,Vernon,Pontoise,49
868,VALID,Billet de train Bourgoin-Jallieu Amboise pour aujourd'hui,Bourgoin-Jallieu,Amboise,40
2424,INVALID,Zones résidentielles Pontarlier,,,274
2823,INVALID,Associations à Avignon,,,207
2682,INVALID,Centres culturels Vitré,,,254
1865,INVALID,spécialités culinaires étampes,,,187
1863,INVALID,cinéma à montélimar,,,216
53,VALID,je cherche un train dimanche de montbéliard à tarbes,Montbéliard,Tarbes,132
2580,INVALID,Musée à visiter à Manosque,,,172
1555,VALID,Je veux le train avec le meilleur confort Poitiers Montargis,Poitiers,Montargis,138
305,VALID,Prochain TGV de Compiègne pour Étampes,Compiègne,Étampes,95
2999,INVALID,Monument célèbre à Les Sables-d'Olonne,,,188
612,VALID,Je voudrais partir de Aurillac pour aller à Auray,Aurillac,Auray,9
1952,INVALID,carte administrative blois,,,218
689,VALID,Train direct sans correspondance Agen Privas,Agen,Privas,82
1341,VALID,Je dois voyager en train de Strasbourg vers Avranches mercredi,Strasbourg,Avranches,136
1955,INVALID,carte administrative saint-denis,,,218
2197,INVALID,Théâtre à Strasbourg,,,217
2670,INVALID,Mon ami vit à Pau et moi à Valenciennes,,,154
2695,INVALID,Statistiques économiques Belfort,,,272
693,VALID,Y a-t-il un Intercités Modane Auxerre ?,Modane,Auxerre,57
3784,VALID,prochain tgv de avignon pour rennes,Avignon,Rennes,95
2698,INVALID,Population urbaine Clermont-Ferrand,,,266
3761,VALID,je dois me rendre de pontoise a auch,Pontoise,Auch,7
2923,INVALID,Théâtre à Montargis,,,217
1898,INVALID,plages proches de vesoul,,,181
235,VALID,y a-t-il un train l'après-midi de perpignan à évreux ?,Perpignan,Évreux,121
3340,INVALID,Monuments historiques Nancy,,,214
112,VALID,train rapide de beauvais à albertville,Beauvais,Albertville,46
778,VALID,Je veux partir en milieu de soirée de Villeurbanne pour Lisieux,Villeurbanne,Lisieux,150
1449,VALID,Je veux aller dee Dijon à Clisson,Dijon,Clisson,1
1932,INVALID,quel temps fait-il à arras ?,,,151
2414,INVALID,Informations locales Courbevoie,,,241
1261,VALID,Je planifie un voyage en train de Charleville-Mézières vers Modane,Charleville-Mézières,Modane,49
2880,INVALID,Statistiques locales Lons-le-Saunier,,,261
2377,INVALID,Statistiques économiques Oyonnax,,,272
2690,INVALID,Centres éducatifs Elbeuf,,,270
3774,VALID,je veux partir de douai a montbeliard en premiere classe,Douai,Montbéliard,142
879,VALID,Train avec places assises garanties Avignon Lorient,Avignon,Lorient,119
2206,INVALID,Zones touristiques Le Puy-en-Velay,,,249
4086,VALID,Digne-les-Bains Lens pour demain,Digne-les-Bains,Lens,6
2578,INVALID,Bibliothèque à Pontarlier,,,212
2575,INVALID,La distance entre Avranches et Nice,,,276
2541,INVALID,La distance entre Béziers et Aurillac,,,276
3671,INVALID,Hôpitaux à Lourdes,,,222
2334,INVALID,Associations à Limoges,,,207
1123,VALID,Y a-t-il un TER Créteil Le Mans ?,Créteil,Le Mans,68
3172,INVALID,Guide touristique Avignon,,,183
3012,INVALID,Événements culturels Dole,,,268
3408,INVALID,Informations pratiques Valence,,,256
637,VALID,Train avec places assises garanties Ancenis Bordeaux,Ancenis,Bordeaux,119
1510,VALID,Je vais de Rouen à Évreux en train,Rouen,Évreux,52
3844,VALID,train matinal de colmar vers ajaccio,Colmar,Ajaccio,115
783,VALID,Je cherche à aller de Saint-Nazaire à Albertville par le train,Saint-Nazaire,Albertville,116
3194,INVALID,Informations trafic Nanterre,,,260
3826,INVALID,population etudiante angers,,,193
1445,VALID,Y a-t-il un train toutes les heures de Valenciennes à Cean ?,Valenciennes,Caen,89
971,VALID,Je veux le prochain départ en train de Saumur pour Lunéville,Saumur,Lunéville,122
4017,VALID,Je veux aller de Angers a Nimes,Angers,Nîmes,1
1570,VALID,Y a-t-il un train avant 8h de Port-Boulet à Manosque ?,Port-Boulet,Manosque,103
4077,VALID,Train quotidien Annecy Epernay,Annecy,Épernay,107
1933,INVALID,carte touristique de aix-en-provence,,,164
297,VALID,Je réserve un train de Dinan à Pontivy,Dinan,Pontivy,26
415,VALID,Je cherche à aller de Mende à Langres par le trian,Mende,Langres,116
1403,VALID,Train de Strasbourg à Vitré cet après-midi,Strasbourg,Vitré,59
306,VALID,Je veux me rendreà  Nantes depui Potarlier par le train,Pontarlier,Nantes,73
533,VALID,Je réserve un train de Bar-le-Duc à Nice,Bar-le-Duc,Nice,26
3437,INVALID,Restaurant à Oyonnax,,,159
3995,INVALID,Marche local Biarritz,,,202
2753,INVALID,Je déménage à Orange,,,195
916,VALID,Trai npou rÉvreu xa udpéart de ulhouse,Mulhouse,Évreux,91
2554,INVALID,Quartiers historiques Manosque,,,227
2510,INVALID,J'habite actuellement à Poarlier,,,161
1229,VALID,Je veux le train le plus rapide de Rodez à Concarneau,Rodez,Concarneau,79
335,VALID,Je veux un train avec prises électriques Angers Saint-Dizier,Angers,Saint-Dizier,146
2872,INVALID,Bonjour,,,21
3976,INVALID,Cout de la vie Douai,,,209
1371,VALID,Je veux un train confortable de Mulhouse à Saint-Omer,Mulhouse,Saint-Omer,69
255,VALID,y a-t-il un train de nuit entre chaumont et montauban ?,Chaumont,Montauban,149
1344,VALID,Je pars de Laval direction Auch,Laval,Auch,12
3590,INVALID,Mon ami vit à Albi et moi à Mende,,,19
1011,VALID,Y a-t-il un départ en soirée de Amiens pour Vienne ?,Amiens,Vienne,141
3459,INVALID,Hôtel disponible à Oyonnax,,,163
1801,INVALID,plan de ville compiègne,,,206
981,VALID,Je dois voyager en train de Blois vers Bar-le-Duc mercredi,Blois,Bar-le-Duc,136
470,VALID,Je cherche un train Lens Montargis,Lens,Montargis,14
2636,INVALID,Hôpitaux à Bourg-en-Bresse,,,222
1569,VALID,Y a-t-il un train tôt le matin de Lourdes vers Moulins ?,Lourdes,Moulins,62
1920,INVALID,zones touristiques beauvais,,,219
